"Set","Frequency Or Confidence"
"[other vegetables,rolls/buns,root vegetables]->whole milk","0.508333333333333300"
"[other vegetables,rolls/buns,yogurt]->whole milk","0.522123893805309800"
"[other vegetables,root vegetables,tropical fruit]->whole milk","0.570247933884297500"
"[other vegetables,root vegetables,whipped/sour cream]->whole milk","0.607142857142857100"
"[other vegetables,root vegetables,yogurt]->whole milk","0.606299212598425200"
"[other vegetables,sugar]->whole milk","0.584905660377358600"
"[other vegetables,tropical fruit,yogurt]->whole milk","0.619834710743801600"
"[other vegetables,whipped/sour cream,yogurt]->whole milk","0.550000000000000000"
"[other vegetables,whipped/sour cream]->whole milk","0.507042253521126800"
"[other vegetables,yogurt]->whole milk","0.512880562060889800"
"[pastry,root vegetables]->other vegetables","0.537037037037037000"
"[pastry,root vegetables]->whole milk","0.518518518518518500"
"[pastry,tropical fruit]->whole milk","0.507692307692307700"
"[pastry,yogurt]->whole milk","0.517241379310344900"
"[pip fruit,root vegetables,whole milk]->other vegetables","0.613636363636363600"
"[pip fruit,root vegetables]->other vegetables","0.522875816993464100"
"[pip fruit,root vegetables]->whole milk","0.575163398692810400"
"[pip fruit,sausage]->whole milk","0.518867924528301900"
"[pip fruit,whipped/sour cream]->other vegetables","0.604395604395604500"
"[pip fruit,whipped/sour cream]->whole milk","0.648351648351648500"
"[pip fruit,whole milk,yogurt]->other vegetables","0.531914893617021300"
"[pip fruit,yogurt]->whole milk","0.531073446327683600"
"[pork,rolls/buns]->whole milk","0.549549549549549500"
"[pork,root vegetables]->other vegetables","0.514925373134328400"
"[pork,root vegetables]->whole milk","0.500000000000000000"
"[rolls/buns,root vegetables]->other vegetables","0.502092050209205000"
"[rolls/buns,root vegetables]->whole milk","0.523012552301255200"
"[rolls/buns,whipped/sour cream]->whole milk","0.534722222222222200"
"[root vegetables,sausage]->whole milk","0.517006802721088500"
"[root vegetables,shopping bags]->other vegetables","0.515873015873015900"
"[root vegetables,tropical fruit,whole milk]->other vegetables","0.584745762711864400"
"[root vegetables,tropical fruit,yogurt]->whole milk","0.700000000000000100"
"[root vegetables,tropical fruit]->other vegetables","0.584541062801932400"
"[root vegetables,tropical fruit]->whole milk","0.570048309178744000"
"[root vegetables,whipped/sour cream,whole milk]->other vegetables","0.548387096774193500"
"[root vegetables,whipped/sour cream]->other vegetables","0.500000000000000000"
"[root vegetables,whipped/sour cream]->whole milk","0.553571428571428600"
"[root vegetables,whole milk,yogurt]->other vegetables","0.538461538461538500"
"[root vegetables,yogurt]->other vegetables","0.500000000000000000"
"[root vegetables,yogurt]->whole milk","0.562992125984252000"
"[sausage,tropical fruit]->whole milk","0.518248175182481800"
"[sausage,whipped/sour cream]->whole milk","0.561797752808988700"
"[tropical fruit,whipped/sour cream]->other vegetables","0.566176470588235300"
"[tropical fruit,whipped/sour cream]->whole milk","0.573529411764706000"
"[tropical fruit,whole milk,yogurt]->other vegetables","0.503355704697986600"
"[tropical fruit,yogurt]->whole milk","0.517361111111111000"
"[whipped/sour cream,whole milk,yogurt]->other vegetables","0.514018691588785000"
"[whipped/sour cream,yogurt]->whole milk","0.524509803921568500"
