"Set","Frequency Or Confidence"
"[pip fruit,root vegetables,yogurt]","0.005287239450940518"
"[pip fruit,sausage,whole milk]","0.005592272496187087"
"[pip fruit,tropical fruit,whole milk]","0.008439247585155059"
"[pip fruit,tropical fruit,yogurt]","0.006405693950177936"
"[pip fruit,whipped/sour cream,whole milk]","0.005998983223182512"
"[pip fruit,whole milk,yogurt]","0.009557702084392475"
"[pork,rolls/buns,whole milk]","0.006202338586680223"
"[pork,root vegetables,whole milk]","0.006812404677173360"
"[rolls/buns,root vegetables,tropical fruit]","0.005897305541433655"
"[rolls/buns,root vegetables,whole milk]","0.012709710218607015"
"[rolls/buns,root vegetables,yogurt]","0.007219115404168785"
"[rolls/buns,sausage,shopping bags]","0.005998983223182512"
"[rolls/buns,sausage,soda]","0.009659379766141332"
"[rolls/buns,sausage,whole milk]","0.009354346720894764"
"[rolls/buns,sausage,yogurt]","0.005998983223182512"
"[rolls/buns,shopping bags,soda]","0.006304016268429080"
"[rolls/buns,shopping bags,whole milk]","0.005287239450940518"
"[rolls/buns,soda,tropical fruit]","0.005388917132689374"
"[rolls/buns,soda,whole milk]","0.008845958312150484"
"[rolls/buns,soda,yogurt]","0.008642602948652770"
"[rolls/buns,tropical fruit,whole milk]","0.010981189628876462"
"[rolls/buns,tropical fruit,yogurt]","0.008744280630401627"
"[rolls/buns,whipped/sour cream,whole milk]","0.007829181494661922"
"[rolls/buns,whole milk,yogurt]","0.015556685307574987"
"[root vegetables,sausage,whole milk]","0.007727503812913066"
"[root vegetables,sausage,yogurt]","0.005185561769191663"
"[root vegetables,shopping bags,whole milk]","0.005287239450940518"
"[root vegetables,soda,whole milk]","0.008134214539908490"
"[root vegetables,tropical fruit,whole milk]","0.011997966446365024"
"[root vegetables,tropical fruit,yogurt]","0.008134214539908490"
"[root vegetables,whipped/sour cream,whole milk]","0.009456024402643620"
"[root vegetables,whipped/sour cream,yogurt]","0.006405693950177936"
"[root vegetables,whole milk,yogurt]","0.014539908490086425"
"[sausage,shopping bags,soda]","0.005693950177935944"
"[sausage,soda,whole milk]","0.006710726995424504"
"[sausage,soda,yogurt]","0.005592272496187087"
"[sausage,tropical fruit,whole milk]","0.007219115404168785"
"[sausage,whipped/sour cream,whole milk]","0.005083884087442806"
"[sausage,whole milk,yogurt]","0.008744280630401627"
"[shopping bags,soda,whole milk]","0.006812404677173360"
"[shopping bags,whole milk,yogurt]","0.005287239450940518"
"[soda,tropical fruit,whole milk]","0.007829181494661922"
"[soda,tropical fruit,yogurt]","0.006609049313675649"
"[soda,whipped/sour cream,whole milk]","0.005490594814438231"
"[soda,whole milk,yogurt]","0.010472801220132180"
"[tropical fruit,whipped/sour cream,whole milk]","0.007930859176410779"
"[tropical fruit,whipped/sour cream,yogurt]","0.006202338586680223"
"[tropical fruit,whole milk,yogurt]","0.015149974580579562"
"[whipped/sour cream,whole milk,yogurt]","0.010879511947127605"
