"Set","Frequency Or Confidence"
"[citrus fruit,other vegetables]","0.028876461616675140"
"[citrus fruit,pastry]","0.009761057447890189"
"[citrus fruit,pip fruit]","0.013828164717844434"
"[citrus fruit,pork]","0.006507371631926792"
"[citrus fruit,rolls/buns]","0.016776817488561260"
"[citrus fruit,root vegetables]","0.017691916624300967"
"[citrus fruit,sausage]","0.011286222674123030"
"[citrus fruit,shopping bags]","0.009761057447890189"
"[citrus fruit,soda]","0.012811387900355872"
"[citrus fruit,tropical fruit]","0.019928825622775800"
"[citrus fruit,whipped/sour cream]","0.010879511947127605"
"[citrus fruit,whole milk]","0.030503304524656837"
"[citrus fruit,yogurt]","0.021657346212506354"
"[coffee,frankfurter]","0.005083884087442806"
"[coffee,fruit/vegetable juice]","0.005998983223182512"
"[coffee,other vegetables]","0.013421453990849009"
"[coffee,pastry]","0.006914082358922217"
"[coffee,pip fruit]","0.006914082358922217"
"[coffee,rolls/buns]","0.010981189628876462"
"[coffee,root vegetables]","0.007320793085917641"
"[coffee,sausage]","0.006914082358922217"
"[coffee,shopping bags]","0.009354346720894764"
"[coffee,soda]","0.009964412811387900"
"[coffee,tropical fruit]","0.007117437722419929"
"[coffee,whipped/sour cream]","0.006100660904931368"
"[coffee,whole milk]","0.018708693441789527"
"[coffee,yogurt]","0.009761057447890189"
"[cream cheese ,curd]","0.005083884087442806"
"[cream cheese ,domestic eggs]","0.005083884087442806"
"[cream cheese ,fruit/vegetable juice]","0.005693950177935944"
"[cream cheese ,other vegetables]","0.013726487036095577"
"[cream cheese ,pip fruit]","0.006100660904931368"
"[cream cheese ,rolls/buns]","0.009964412811387900"
"[cream cheese ,root vegetables]","0.007524148449415354"
"[cream cheese ,sausage]","0.005592272496187087"
"[cream cheese ,shopping bags]","0.005592272496187087"
"[cream cheese ,soda]","0.006812404677173360"
"[cream cheese ,tropical fruit]","0.007219115404168785"
"[cream cheese ,whipped/sour cream]","0.006405693950177936"
"[cream cheese ,whole milk]","0.016471784443314694"
"[cream cheese ,yogurt]","0.012404677173360447"
"[curd,dessert]","0.005185561769191663"
"[curd,domestic eggs]","0.006507371631926792"
"[curd,margarine]","0.006304016268429080"
"[curd,newspapers]","0.005693950177935944"
"[curd,other vegetables]","0.017183528215556684"
"[curd,pastry]","0.007524148449415354"
"[curd,pip fruit]","0.007829181494661922"
"[curd,rolls/buns]","0.010066090493136757"
"[curd,root vegetables]","0.010879511947127605"
"[curd,sausage]","0.007625826131164209"
"[curd,shopping bags]","0.005388917132689374"
"[curd,soda]","0.008134214539908490"
"[curd,tropical fruit]","0.010269445856634469"
"[curd,whipped/sour cream]","0.010472801220132180"
"[curd,whole milk]","0.026131164209456024"
"[curd,yogurt]","0.017285205897305540"
"[dessert,fruit/vegetable juice]","0.005998983223182512"
"[dessert,other vegetables]","0.011591255719369599"
"[dessert,pastry]","0.005388917132689374"
"[dessert,rolls/buns]","0.006812404677173360"
"[dessert,root vegetables]","0.005795627859684799"
"[dessert,sausage]","0.005897305541433655"
"[dessert,shopping bags]","0.006202338586680223"
"[dessert,soda]","0.009862735129639044"
"[dessert,tropical fruit]","0.006304016268429080"
"[dessert,whole milk]","0.013726487036095577"
"[dessert,yogurt]","0.009862735129639044"
"[detergent,other vegetables]","0.006405693950177936"
"[detergent,whole milk]","0.008947635993899338"
"[dishes,other vegetables]","0.005998983223182512"
"[dishes,whole milk]","0.005287239450940518"
"[domestic eggs,frankfurter]","0.007015760040671073"
"[domestic eggs,frozen vegetables]","0.005185561769191663"
"[domestic eggs,fruit/vegetable juice]","0.008032536858159633"
"[domestic eggs,margarine]","0.008337569903406202"
"[domestic eggs,napkins]","0.005998983223182512"
"[domestic eggs,newspapers]","0.006914082358922217"
"[domestic eggs,other vegetables]","0.022267412302999490"
"[domestic eggs,pastry]","0.009049313675648195"
"[domestic eggs,pip fruit]","0.008642602948652770"
"[domestic eggs,pork]","0.005592272496187087"
"[domestic eggs,rolls/buns]","0.015658362989323844"
"[domestic eggs,root vegetables]","0.014336553126588714"
"[domestic eggs,sausage]","0.009557702084392475"
"[domestic eggs,shopping bags]","0.009049313675648195"
"[domestic eggs,soda]","0.012404677173360447"
"[domestic eggs,tropical fruit]","0.011387900355871887"
"[domestic eggs,whipped/sour cream]","0.009964412811387900"
"[domestic eggs,white bread]","0.005795627859684799"
"[domestic eggs,whole milk]","0.029994916115912557"
"[domestic eggs,yogurt]","0.014336553126588714"
"[flour,other vegetables]","0.006304016268429080"
"[flour,whole milk]","0.008439247585155059"
"[frankfurter,frozen vegetables]","0.005083884087442806"
"[frankfurter,fruit/vegetable juice]","0.005287239450940518"
"[frankfurter,margarine]","0.006405693950177936"
"[frankfurter,other vegetables]","0.016471784443314694"
"[frankfurter,pastry]","0.008337569903406202"
"[frankfurter,pip fruit]","0.007219115404168785"
"[frankfurter,pork]","0.005897305541433655"
"[frankfurter,rolls/buns]","0.019217081850533807"
"[frankfurter,root vegetables]","0.010167768174885612"
"[frankfurter,sausage]","0.010066090493136757"
"[frankfurter,shopping bags]","0.008235892221657347"
"[frankfurter,soda]","0.011286222674123030"
"[frankfurter,tropical fruit]","0.009456024402643620"
"[frankfurter,whipped/sour cream]","0.006202338586680223"
"[frankfurter,white bread]","0.005185561769191663"
"[frankfurter,whole milk]","0.020538891713268937"
"[frankfurter,yogurt]","0.011184544992374174"
"[frozen meals,other vegetables]","0.007524148449415354"
"[frozen meals,soda]","0.006202338586680223"
"[frozen meals,tropical fruit]","0.005490594814438231"
"[frozen meals,whole milk]","0.009862735129639044"
"[frozen meals,yogurt]","0.006202338586680223"
"[frozen vegetables,fruit/vegetable juice]","0.007829181494661922"
"[frozen vegetables,margarine]","0.005083884087442806"
"[frozen vegetables,other vegetables]","0.017793594306049824"
"[frozen vegetables,pip fruit]","0.007320793085917641"
"[frozen vegetables,pork]","0.006405693950177936"
"[frozen vegetables,rolls/buns]","0.010167768174885612"
"[frozen vegetables,root vegetables]","0.011591255719369599"
"[frozen vegetables,sausage]","0.005998983223182512"
"[frozen vegetables,soda]","0.008642602948652770"
"[frozen vegetables,tropical fruit]","0.008744280630401627"
"[frozen vegetables,whipped/sour cream]","0.007930859176410779"
"[frozen vegetables,whole milk]","0.020437214031520080"
"[frozen vegetables,yogurt]","0.012404677173360447"
"[fruit/vegetable juice,long life bakery product]","0.006202338586680223"
"[fruit/vegetable juice,margarine]","0.006202338586680223"
"[fruit/vegetable juice,napkins]","0.006914082358922217"
"[fruit/vegetable juice,newspapers]","0.008235892221657347"
"[fruit/vegetable juice,other vegetables]","0.021047280122013217"
"[fruit/vegetable juice,pastry]","0.008540925266903915"
"[fruit/vegetable juice,pip fruit]","0.009557702084392475"
"[fruit/vegetable juice,rolls/buns]","0.014539908490086425"
"[fruit/vegetable juice,root vegetables]","0.011997966446365024"
"[fruit/vegetable juice,salty snack]","0.005998983223182512"
"[fruit/vegetable juice,sausage]","0.010066090493136757"
"[fruit/vegetable juice,shopping bags]","0.010676156583629894"
"[fruit/vegetable juice,soda]","0.018403660396542960"
"[fruit/vegetable juice,tropical fruit]","0.013726487036095577"
"[fruit/vegetable juice,whipped/sour cream]","0.009049313675648195"
"[fruit/vegetable juice,white bread]","0.007422470767666497"
"[fruit/vegetable juice,whole milk]","0.026639552618200304"
"[fruit/vegetable juice,yogurt]","0.018708693441789527"
"[grapes,other vegetables]","0.009049313675648195"
"[grapes,tropical fruit]","0.006100660904931368"
"[grapes,whole milk]","0.007320793085917641"
"[ham,other vegetables]","0.009150991357397052"
"[ham,rolls/buns]","0.006914082358922217"
"[ham,tropical fruit]","0.005388917132689374"
"[ham,white bread]","0.005083884087442806"
"[ham,whole milk]","0.011489578037620742"
"[ham,yogurt]","0.006710726995424504"
"[hamburger meat,other vegetables]","0.013828164717844434"
"[hamburger meat,rolls/buns]","0.008642602948652770"
"[hamburger meat,root vegetables]","0.006202338586680223"
"[hamburger meat,sausage]","0.005185561769191663"
"[hamburger meat,soda]","0.005795627859684799"
"[hamburger meat,whole milk]","0.014743263853584139"
"[hamburger meat,yogurt]","0.006507371631926792"
"[hard cheese,other vegetables]","0.009456024402643620"
"[hard cheese,rolls/buns]","0.005897305541433655"
"[hard cheese,root vegetables]","0.005592272496187087"
"[hard cheese,sausage]","0.005185561769191663"
"[hard cheese,whole milk]","0.010066090493136757"
"[hard cheese,yogurt]","0.006405693950177936"
"[herbs,other vegetables]","0.007727503812913066"
"[herbs,root vegetables]","0.007015760040671073"
"[herbs,whole milk]","0.007727503812913066"
"[hygiene articles,napkins]","0.006100660904931368"
"[hygiene articles,other vegetables]","0.009557702084392475"
"[hygiene articles,rolls/buns]","0.005897305541433655"
"[hygiene articles,root vegetables]","0.005388917132689374"
"[hygiene articles,shopping bags]","0.005185561769191663"
"[hygiene articles,soda]","0.007015760040671073"
"[hygiene articles,tropical fruit]","0.006710726995424504"
"[hygiene articles,whole milk]","0.012811387900355872"
"[hygiene articles,yogurt]","0.007320793085917641"
"[ice cream,other vegetables]","0.005083884087442806"
"[ice cream,soda]","0.006100660904931368"
"[ice cream,whole milk]","0.005897305541433655"
"[long life bakery product,other vegetables]","0.010676156583629894"
"[long life bakery product,pastry]","0.005897305541433655"
"[long life bakery product,rolls/buns]","0.007930859176410779"
"[long life bakery product,root vegetables]","0.005287239450940518"
"[long life bakery product,sausage]","0.005388917132689374"
"[long life bakery product,shopping bags]","0.005388917132689374"
"[long life bakery product,soda]","0.007625826131164209"
"[long life bakery product,tropical fruit]","0.006304016268429080"
"[long life bakery product,whipped/sour cream]","0.005795627859684799"
"[long life bakery product,whole milk]","0.013523131672597865"
"[long life bakery product,yogurt]","0.008744280630401627"
"[margarine,newspapers]","0.007117437722419929"
"[margarine,other vegetables]","0.019725470259278087"
"[margarine,pastry]","0.006812404677173360"
"[margarine,pip fruit]","0.008540925266903915"
"[margarine,pork]","0.006405693950177936"
"[margarine,rolls/buns]","0.014743263853584139"
"[margarine,root vegetables]","0.011082867310625319"
"[margarine,sausage]","0.007117437722419929"
"[margarine,shopping bags]","0.005693950177935944"
"[margarine,soda]","0.010167768174885612"
"[margarine,sugar]","0.005490594814438231"
"[margarine,tropical fruit]","0.009354346720894764"
"[margarine,whipped/sour cream]","0.006812404677173360"
"[margarine,whole milk]","0.024199288256227757"
"[margarine,yogurt]","0.014234875444839857"
"[meat,other vegetables]","0.009964412811387900"
"[meat,rolls/buns]","0.006914082358922217"
"[meat,root vegetables]","0.005083884087442806"
"[meat,sausage]","0.005287239450940518"
"[meat,soda]","0.005490594814438231"
"[meat,whole milk]","0.009964412811387900"
"[meat,yogurt]","0.005287239450940518"
"[misc. beverages,other vegetables]","0.005592272496187087"
"[misc. beverages,soda]","0.007320793085917641"
"[misc. beverages,whole milk]","0.007015760040671073"
"[mustard,whole milk]","0.005185561769191663"
"[napkins,newspapers]","0.006202338586680223"
"[napkins,other vegetables]","0.014438230808337570"
"[napkins,pastry]","0.007015760040671073"
"[napkins,pip fruit]","0.006710726995424504"
"[napkins,pork]","0.005185561769191663"
"[napkins,rolls/buns]","0.011692933401118455"
"[napkins,root vegetables]","0.009964412811387900"
"[napkins,sausage]","0.006710726995424504"
"[napkins,shopping bags]","0.007219115404168785"
"[napkins,soda]","0.011997966446365024"
"[napkins,tropical fruit]","0.010066090493136757"
"[napkins,whipped/sour cream]","0.007219115404168785"
"[napkins,whole milk]","0.019725470259278087"
"[napkins,yogurt]","0.012302999491611592"
"[newspapers,other vegetables]","0.019318759532282664"
"[newspapers,pastry]","0.008439247585155059"
"[newspapers,pip fruit]","0.006710726995424504"
"[newspapers,pork]","0.006609049313675649"
"[newspapers,rolls/buns]","0.019725470259278087"
"[newspapers,root vegetables]","0.011489578037620742"
"[newspapers,sausage]","0.008032536858159633"
"[newspapers,shopping bags]","0.006914082358922217"
"[newspapers,soda]","0.014641586171835282"
"[newspapers,tropical fruit]","0.011794611082867310"
"[newspapers,whipped/sour cream]","0.007219115404168785"
"[newspapers,whole milk]","0.027351296390442297"
"[newspapers,yogurt]","0.015353329944077275"
"[oil,other vegetables]","0.009964412811387900"
"[oil,rolls/buns]","0.005083884087442806"
"[oil,root vegetables]","0.007015760040671073"
"[oil,whole milk]","0.011286222674123030"
"[oil,yogurt]","0.005287239450940518"
"[onions,other vegetables]","0.014234875444839857"
"[onions,rolls/buns]","0.006812404677173360"
"[onions,root vegetables]","0.009456024402643620"
"[onions,soda]","0.005287239450940518"
"[onions,tropical fruit]","0.005693950177935944"
"[onions,whipped/sour cream]","0.005083884087442806"
"[onions,whole milk]","0.012099644128113879"
"[onions,yogurt]","0.007219115404168785"
"[other vegetables,pastry]","0.022572445348246060"
"[other vegetables,pickled vegetables]","0.006405693950177936"
"[other vegetables,pip fruit]","0.026131164209456024"
"[other vegetables,pork]","0.021657346212506354"
"[other vegetables,processed cheese]","0.005490594814438231"
"[other vegetables,rolls/buns]","0.042602948652770714"
"[other vegetables,root vegetables]","0.047381799694966954"
"[other vegetables,salty snack]","0.010777834265378749"
"[other vegetables,sausage]","0.026944585663446874"
"[other vegetables,semi-finished bread]","0.005185561769191663"
"[other vegetables,shopping bags]","0.023182511438739197"
"[other vegetables,sliced cheese]","0.009049313675648195"
"[other vegetables,soda]","0.032740213523131674"
"[other vegetables,soft cheese]","0.007117437722419929"
"[other vegetables,specialty bar]","0.005592272496187087"
"[other vegetables,specialty chocolate]","0.006100660904931368"
"[other vegetables,sugar]","0.010777834265378749"
"[other vegetables,tropical fruit]","0.035892221657346214"
"[other vegetables,waffles]","0.010066090493136757"
"[other vegetables,whipped/sour cream]","0.028876461616675140"
"[other vegetables,white bread]","0.013726487036095577"
"[other vegetables,whole milk]","0.074834773767158110"
"[other vegetables,yogurt]","0.043416370106761570"
"[pasta,whole milk]","0.006100660904931368"
"[pastry,pip fruit]","0.010676156583629894"
"[pastry,pork]","0.006304016268429080"
"[pastry,rolls/buns]","0.020945602440264360"
"[pastry,root vegetables]","0.010981189628876462"
"[pastry,salty snack]","0.005185561769191663"
"[pastry,sausage]","0.012506354855109304"
"[pastry,shopping bags]","0.011896288764616167"
"[pastry,soda]","0.021047280122013217"
"[pastry,sugar]","0.005185561769191663"
"[pastry,tropical fruit]","0.013218098627351297"
"[pastry,waffles]","0.007015760040671073"
"[pastry,whipped/sour cream]","0.007524148449415354"
"[pastry,white bread]","0.005592272496187087"
"[pastry,whole milk]","0.033248601931875954"
"[pastry,yogurt]","0.017691916624300967"
"[pickled vegetables,whole milk]","0.007117437722419929"
"[pip fruit,pork]","0.006100660904931368"
"[pip fruit,rolls/buns]","0.013929842399593289"
"[pip fruit,root vegetables]","0.015556685307574987"
"[pip fruit,sausage]","0.010777834265378749"
"[pip fruit,shopping bags]","0.009354346720894764"
"[pip fruit,soda]","0.013319776309100152"
"[pip fruit,tropical fruit]","0.020437214031520080"
"[pip fruit,whipped/sour cream]","0.009252669039145907"
"[pip fruit,white bread]","0.006609049313675649"
"[pip fruit,whole milk]","0.030096593797661414"
"[pip fruit,yogurt]","0.017996949669547534"
"[pork,rolls/buns]","0.011286222674123030"
"[pork,root vegetables]","0.013624809354346720"
"[pork,sausage]","0.006507371631926792"
"[pork,shopping bags]","0.006405693950177936"
"[pork,soda]","0.011896288764616167"
"[pork,tropical fruit]","0.008540925266903915"
"[pork,whipped/sour cream]","0.008235892221657347"
"[pork,whole milk]","0.022165734621250637"
"[pork,yogurt]","0.009557702084392475"
"[pot plants,whole milk]","0.006914082358922217"
"[processed cheese,soda]","0.005287239450940518"
"[processed cheese,whole milk]","0.007015760040671073"
"[rolls/buns,root vegetables]","0.024300965937976614"
"[rolls/buns,sausage]","0.030604982206405694"
"[rolls/buns,shopping bags]","0.019522114895780377"
"[rolls/buns,sliced cheese]","0.007625826131164209"
"[rolls/buns,soda]","0.038332486019318760"
"[rolls/buns,soft cheese]","0.005388917132689374"
"[rolls/buns,specialty bar]","0.005592272496187087"
"[rolls/buns,specialty chocolate]","0.005592272496187087"
"[rolls/buns,sugar]","0.007015760040671073"
"[rolls/buns,tropical fruit]","0.024605998983223184"
"[rolls/buns,waffles]","0.009150991357397052"
"[rolls/buns,whipped/sour cream]","0.014641586171835282"
"[rolls/buns,white bread]","0.006507371631926792"
"[rolls/buns,whole milk]","0.056634468734112860"
"[rolls/buns,yogurt]","0.034367056431113370"
"[root vegetables,sausage]","0.014946619217081850"
"[root vegetables,shopping bags]","0.012811387900355872"
"[root vegetables,sliced cheese]","0.005592272496187087"
"[root vegetables,soda]","0.018607015760040670"
"[root vegetables,sugar]","0.006405693950177936"
"[root vegetables,tropical fruit]","0.021047280122013217"
"[root vegetables,waffles]","0.006609049313675649"
"[root vegetables,whipped/sour cream]","0.017081850533807830"
"[root vegetables,white bread]","0.007930859176410779"
"[root vegetables,whole milk]","0.048906964921199794"
"[root vegetables,yogurt]","0.025826131164209457"
"[salty snack,sausage]","0.005287239450940518"
"[salty snack,shopping bags]","0.005998983223182512"
"[salty snack,soda]","0.009354346720894764"
"[salty snack,tropical fruit]","0.005592272496187087"
"[salty snack,whipped/sour cream]","0.005185561769191663"
"[salty snack,whole milk]","0.011184544992374174"
"[salty snack,yogurt]","0.006202338586680223"
"[sausage,shopping bags]","0.015658362989323844"
"[sausage,sliced cheese]","0.007015760040671073"
"[sausage,soda]","0.024300965937976614"
"[sausage,tropical fruit]","0.013929842399593289"
"[sausage,whipped/sour cream]","0.009049313675648195"
"[sausage,white bread]","0.007219115404168785"
"[sausage,whole milk]","0.029893238434163700"
"[sausage,yogurt]","0.019623792577529234"
"[semi-finished bread,whole milk]","0.007117437722419929"
"[shopping bags,soda]","0.024605998983223184"
"[shopping bags,tropical fruit]","0.013523131672597865"
"[shopping bags,waffles]","0.005490594814438231"
"[shopping bags,whipped/sour cream]","0.007930859176410779"
"[shopping bags,white bread]","0.007422470767666497"
"[shopping bags,whole milk]","0.024504321301474327"
"[shopping bags,yogurt]","0.015251652262328419"
"[sliced cheese,soda]","0.005083884087442806"
"[sliced cheese,tropical fruit]","0.005287239450940518"
"[sliced cheese,whole milk]","0.010777834265378749"
"[sliced cheese,yogurt]","0.008032536858159633"
"[soda,specialty bar]","0.007219115404168785"
"[soda,specialty chocolate]","0.006304016268429080"
"[soda,sugar]","0.007320793085917641"
"[soda,tropical fruit]","0.020843924758515507"
"[soda,waffles]","0.009557702084392475"
"[soda,whipped/sour cream]","0.011591255719369599"
"[soda,white bread]","0.010269445856634469"
"[soda,whole milk]","0.040061006609049314"
"[soda,yogurt]","0.027351296390442297"
"[soft cheese,whole milk]","0.007524148449415354"
